20250723 062600;23246.75;23249.75;23246;23249;57
20250723 062700;23249;23251;23247.25;23250.25;28
20250723 062800;23251;23254;23250.25;23253.75;39
20250723 062900;23253.5;23255;23251.25;23252;42
20250723 063000;23252;23255.5;23250.25;23254;55
20250723 063100;23254;23254;23249.5;23251.25;80
20250723 063200;23251.75;23253.75;23251.75;23252.5;23
20250723 063300;23253;23253.5;23249.75;23250;44
20250723 063400;23249.75;23253.75;23247.5;23251;72
20250723 063500;23253.25;23254.75;23252.25;23253.25;65
20250723 063600;23254;23254;23252;23253;36
20250723 063700;23253.25;23255;23253.25;23254;35
20250723 063800;23254.75;23257;23254.5;23256;60
20250723 063900;23256;23258.25;23254.25;23254.75;71
20250723 064000;23256.25;23258.25;23255.5;23257.75;69
20250723 064100;23257.25;23265;23257;23261.25;285
20250723 064200;23261;23261.5;23259.25;23259.25;66
