date,close,open,high,low
2024-01-02 04:00:00,18031.426073,18039.652694,18042.041068,18029.303074
2024-01-02 04:15:00,18030.895323,18031.426073,18039.652694,18026.9147
2024-01-02 04:30:00,18039.918069,18030.895323,18042.837192,18030.099199
2024-01-02 04:45:00,18014.707456,18039.387319,18040.448818,18011.788333
2024-01-02 05:00:00,17974.635851,18014.442082,18020.545703,17973.043602
2024-01-02 05:15:00,17915.457256,17974.105102,17975.697351,17913.068882
2024-01-02 05:30:00,17900.861639,17915.722631,17920.234004,17881.223898
2024-01-02 05:45:00,17912.538133,17900.861639,17916.518756,17898.73864
2024-01-02 06:00:00,17906.699886,17913.068882,17915.988006,17883.612272
2024-01-02 06:15:00,17896.881016,17906.699886,17907.761385,17887.32752
2024-01-02 06:30:00,17887.062145,17896.084891,17900.330889,17887.062145
2024-01-02 06:45:00,17858.136285,17887.85827,17893.431142,17851.236538
2024-01-02 07:00:00,17854.951787,17857.605535,17867.15903,17853.624912
2024-01-02 07:15:00,17862.647658,17855.482536,17866.362906,17851.236538
2024-01-02 07:30:00,17881.223898,17862.647658,17886.796771,17856.278661
2024-01-02 07:45:00,17889.450519,17880.958524,17892.104268,17874.589527
2024-01-02 08:00:00,17898.20789,17889.450519,17902.984637,17869.812779
2024-01-02 08:15:00,17899.004014,17898.20789,17915.722631,17896.881016
2024-01-02 08:30:00,17809.572684,17898.73864,17911.211258,17798.95769
2024-01-02 08:45:00,17794.446317,17809.041935,17814.084057,17747.74034
2024-01-02 09:00:00,17779.054575,17794.446317,17821.514553,17773.747077
2024-01-02 09:15:00,17751.986338,17779.585324,17790.200319,17744.821217
2024-01-02 09:30:00,17743.494343,17751.986338,17753.313213,17722.529728
2024-01-02 09:45:00,17738.186845,17743.494343,17751.455589,17711.118609
2024-01-02 10:00:00,17777.462325,17738.45222,17787.54657,17736.594596
2024-01-02 10:15:00,17791.792568,17777.462325,17792.854068,17772.950953
2024-01-02 10:30:00,17801.611438,17792.057943,17803.999812,17788.873445
2024-01-02 10:45:00,17810.103434,17801.611438,17817.799305,17798.42694
2024-01-02 11:00:00,17810.634184,17809.838059,17820.187679,17804.530562
2024-01-02 11:15:00,17790.731069,17810.368809,17810.368809,17783.565947
2024-01-02 11:30:00,17807.184311,17790.996444,17818.860805,17781.708323
2024-01-02 11:45:00,17748.27109,17806.918936,17807.980435,17745.882716
2024-01-02 12:00:00,17748.536465,17748.536465,17752.251713,17730.490974
2024-01-02 12:15:00,17760.478334,17748.27109,17771.624078,17744.555842
2024-01-02 12:30:00,17759.15146,17760.212959,17770.562579,17755.436212
2024-01-02 12:45:00,17722.795103,17758.62071,17768.97033,17714.568482
2024-01-02 13:00:00,17718.018355,17723.325853,17729.694849,17693.073118
2024-01-02 13:15:00,17725.714226,17718.018355,17728.63335,17710.057109
2024-01-02 13:30:00,17713.506983,17725.448852,17735.002347,17706.076486
2024-01-02 13:45:00,17679.273625,17713.506983,17718.018355,17677.94675
2024-01-02 14:00:00,17649.286265,17679.00825,17684.581122,17644.774892
2024-01-02 14:15:00,17669.454755,17649.55164,17671.577754,17646.632516
2024-01-02 14:30:00,17676.354501,17669.454755,17683.519623,17659.901259
2024-01-02 14:45:00,17749.33259,17676.619876,17754.640087,17676.354501
2024-01-02 15:00:00,17756.232336,17749.33259,17765.785831,17741.902093
2024-01-02 15:15:00,17757.55921,17755.966961,17759.947584,17755.966961
2024-01-02 15:30:00,17760.478334,17757.55921,17760.478334,17755.701586
2024-01-02 15:45:00,17760.743709,17760.478334,17761.805208,17757.824585
2024-01-02 17:00:00,17759.15146,17766.051206,17766.581956,17756.763086
2024-01-02 17:15:00,17750.394089,17758.886085,17758.886085,17744.821217
2024-01-02 17:30:00,17750.394089,17750.128714,17753.313213,17749.597964
2024-01-02 17:45:00,17753.313213,17749.863339,17753.843962,17749.33259
2024-01-02 18:00:00,17754.905462,17753.047838,17755.170837,17748.536465
2024-01-02 18:15:00,17754.640087,17754.640087,17757.824585,17753.578587
2024-01-02 18:30:00,17748.27109,17754.640087,17755.966961,17746.678841
2024-01-02 18:45:00,17744.555842,17748.27109,17749.33259,17742.963593
2024-01-02 19:00:00,17739.779094,17744.821217,17749.33259,17737.92147
2024-01-02 19:15:00,17739.51372,17739.779094,17742.432843,17735.533097
2024-01-02 19:30:00,17737.656095,17739.51372,17741.636718,17735.002347
2024-01-02 19:45:00,17739.51372,17737.390721,17745.617341,17735.002347
2024-01-02 20:00:00,17739.779094,17738.98297,17742.698218,17737.92147
2024-01-02 20:15:00,17729.1641,17739.51372,17739.51372,17727.041101
2024-01-02 20:30:00,17732.613973,17728.898725,17733.675472,17728.367975
2024-01-02 20:45:00,17729.960224,17732.613973,17734.471597,17727.306476
2024-01-02 21:00:00,17732.879348,17730.225599,17736.859971,17729.960224
2024-01-02 21:15:00,17729.694849,17733.144723,17733.675472,17728.63335
2024-01-02 21:30:00,17733.144723,17729.960224,17736.063846,17729.429475
2024-01-02 21:45:00,17730.756349,17733.410098,17733.675472,17730.756349
2024-01-02 22:00:00,17726.775726,17730.490974,17731.817848,17725.448852
2024-01-02 22:15:00,17728.367975,17726.510351,17729.960224,17725.979601
2024-01-02 22:30:00,17723.325853,17727.837225,17728.898725,17720.406729
2024-01-02 22:45:00,17721.468229,17723.325853,17723.856602,17719.875979
2024-01-02 23:00:00,17721.998978,17721.733603,17722.529728,17715.364607
2024-01-02 23:15:00,17724.387352,17722.264353,17725.979601,17719.34523
2024-01-02 23:30:00,17728.1026,17724.652727,17731.817848,17724.121977
2024-01-02 23:45:00,17732.083223,17727.837225,17733.144723,17726.510351
2024-01-03 00:00:00,17734.206222,17731.817848,17734.471597,17727.306476
2024-01-03 00:15:00,17741.105969,17734.471597,17741.636718,17731.817848
2024-01-03 00:30:00,17742.698218,17741.371344,17743.759717,17737.92147
2024-01-03 00:45:00,17739.248345,17742.963593,17744.821217,17738.45222
2024-01-03 01:00:00,17733.940847,17738.717595,17741.902093,17730.225599
2024-01-03 01:15:00,17738.45222,17734.206222,17739.779094,17728.63335
2024-01-03 01:30:00,17736.859971,17738.45222,17739.779094,17731.287099
2024-01-03 01:45:00,17737.390721,17737.125346,17741.371344,17735.798471
2024-01-03 02:00:00,17750.924839,17737.125346,17755.701586,17734.736972
2024-01-03 02:15:00,17737.125346,17750.659464,17758.355335,17735.002347
2024-01-03 02:30:00,17721.733603,17736.859971,17743.759717,17715.895356
2024-01-03 02:45:00,17700.503614,17722.264353,17726.244976,17697.584491
2024-01-03 03:00:00,17691.480869,17699.70749,17714.568482,17686.173371
2024-01-03 03:15:00,17699.972864,17692.011618,17705.280362,17684.846497
2024-01-03 03:30:00,17679.00825,17700.503614,17700.768989,17678.742875
2024-01-03 03:45:00,17666.004881,17679.273625,17680.069749,17664.678007
2024-01-03 04:00:00,17684.846497,17665.739507,17685.907996,17659.901259
2024-01-03 04:15:00,17676.885251,17684.581122,17685.111872,17669.985504
2024-01-03 04:30:00,17695.726867,17676.619876,17699.442115,17674.231502
2024-01-03 04:45:00,17681.927373,17695.726867,17696.522991,17677.94675
2024-01-03 05:00:00,17683.254248,17682.192748,17690.684744,17679.00825
2024-01-03 05:15:00,17668.924005,17682.988873,17685.642622,17666.535631
2024-01-03 05:30:00,17667.066381,17668.924005,17670.781629,17659.105135
2024-01-03 05:45:00,17672.108503,17667.597131,17675.027627,17665.208757
2024-01-03 06:00:00,17652.470763,17672.373878,17673.170003,17651.674639
2024-01-03 06:15:00,17638.405895,17652.205388,17658.043635,17633.363773
2024-01-03 06:30:00,17628.587025,17638.67127,17638.936645,17623.810278
2024-01-03 06:45:00,17630.710024,17628.32165,17640.263519,17625.933277
2024-01-03 07:00:00,17634.956022,17630.710024,17637.344396,17618.768155
2024-01-03 07:15:00,17662.024258,17635.486772,17663.085758,17634.159897
2024-01-03 07:30:00,17659.901259,17661.758884,17669.72013,17654.063012
2024-01-03 07:45:00,17638.936645,17659.37051,17664.412632,17636.548271
2024-01-03 08:00:00,17621.952654,17638.936645,17650.082389,17611.868409
2024-01-03 08:15:00,17631.240774,17621.421904,17653.001513,17618.768155
2024-01-03 08:30:00,17656.451386,17631.506149,17665.739507,17601.253414
2024-01-03 08:45:00,17635.486772,17655.920636,17665.474132,17613.991408
2024-01-03 09:00:00,17588.51542,17634.425272,17677.681376,17587.984671
2024-01-03 09:15:00,17598.599665,17588.780795,17610.541534,17574.715927
2024-01-03 09:30:00,17587.188546,17599.130415,17607.887786,17561.447184
2024-01-03 09:45:00,17615.849032,17587.188546,17619.298905,17575.246677
2024-01-03 10:00:00,17616.645156,17616.114406,17639.998144,17610.541534
2024-01-03 10:15:00,17610.541534,17616.645156,17629.117775,17603.376413
2024-01-03 10:30:00,17596.476666,17610.541534,17621.952654,17578.165801
2024-01-03 10:45:00,17580.819549,17596.211291,17603.111038,17576.573551
2024-01-03 11:00:00,17575.512052,17581.084924,17597.538166,17569.673805
2024-01-03 11:15:00,17599.661165,17575.512052,17599.92654,17567.020056
2024-01-03 11:30:00,17599.130415,17599.661165,17610.010785,17592.230668
2024-01-03 11:45:00,17621.421904,17599.39579,17626.198651,17596.742041
2024-01-03 12:00:00,17618.768155,17621.156529,17641.590394,17615.849032
2024-01-03 12:15:00,17608.949285,17619.298905,17623.810278,17604.703287
2024-01-03 12:30:00,17598.599665,17609.21466,17613.460658,17589.842295
2024-01-03 12:45:00,17605.499412,17598.599665,17612.929908,17594.884417
2024-01-03 13:00:00,17576.042802,17603.376413,17624.871777,17546.320817
2024-01-03 13:15:00,17639.998144,17576.042802,17650.613139,17559.58956
2024-01-03 13:30:00,17644.774892,17640.263519,17651.409264,17610.541534
2024-01-03 13:45:00,17610.806909,17644.509517,17649.55164,17608.15316
2024-01-03 14:00:00,17582.942548,17610.806909,17617.706656,17572.858303
2024-01-03 14:15:00,17576.573551,17583.207923,17587.188546,17563.039433
2024-01-03 14:30:00,17563.835558,17576.573551,17599.39579,17561.977934
2024-01-03 14:45:00,17557.997311,17563.304808,17574.450552,17538.094196
2024-01-03 15:00:00,17554.812812,17557.731936,17559.324185,17543.667068
2024-01-03 15:15:00,17553.485938,17554.812812,17554.812812,17548.974565
2024-01-03 15:30:00,17556.405061,17553.220563,17556.405061,17550.566814
2024-01-03 15:45:00,17560.12031,17556.670436,17560.385684,17554.812812
2024-01-03 17:00:00,17567.285431,17562.774058,17581.350299,17562.774058
2024-01-03 17:15:00,17567.816181,17567.550806,17570.735304,17563.570183
2024-01-03 17:30:00,17564.631682,17567.816181,17569.673805,17563.570183
2024-01-03 17:45:00,17567.285431,17564.631682,17568.081556,17562.774058
2024-01-03 18:00:00,17556.670436,17567.020056,17567.020056,17549.77069
2024-01-03 18:15:00,17570.735304,17556.670436,17572.592928,17554.547437
2024-01-03 18:30:00,17575.512052,17570.469929,17576.308176,17569.143055
2024-01-03 18:45:00,17578.431175,17575.246677,17581.881049,17574.185178
2024-01-03 19:00:00,17577.900426,17578.165801,17579.2273,17573.389053
2024-01-03 19:15:00,17572.858303,17577.635051,17581.350299,17571.531429
2024-01-03 19:30:00,17571.796804,17572.592928,17575.777427,17566.489306
2024-01-03 19:45:00,17573.919803,17572.062179,17577.635051,17569.143055
2024-01-03 20:00:00,17571.000679,17574.185178,17575.512052,17568.612305
2024-01-03 20:15:00,17571.796804,17570.735304,17572.327553,17560.12031
2024-01-03 20:30:00,17565.958557,17571.000679,17571.266054,17564.631682
2024-01-03 20:45:00,17570.204555,17565.958557,17571.531429,17564.366307
2024-01-03 21:00:00,17572.592928,17569.93918,17575.246677,17569.673805
2024-01-03 21:15:00,17569.40843,17572.592928,17576.042802,17568.612305
2024-01-03 21:30:00,17567.550806,17568.34693,17571.266054,17566.754681
2024-01-03 21:45:00,17567.285431,17567.285431,17570.204555,17564.366307
2024-01-03 22:00:00,17571.266054,17566.754681,17572.858303,17566.754681
2024-01-03 22:15:00,17571.000679,17572.062179,17573.389053,17569.143055
2024-01-03 22:30:00,17567.816181,17570.469929,17570.735304,17567.550806
2024-01-03 22:45:00,17566.223932,17567.816181,17568.87768,17565.693182
2024-01-03 23:00:00,17563.835558,17566.754681,17570.204555,17561.977934
2024-01-03 23:15:00,17562.774058,17564.100933,17567.285431,17561.977934
2024-01-03 23:30:00,17561.712559,17563.039433,17565.693182,17560.385684
2024-01-03 23:45:00,17561.181809,17561.447184,17563.570183,17560.12031
2024-01-04 00:00:00,17559.05881,17561.181809,17562.774058,17556.670436
2024-01-04 00:15:00,17571.531429,17559.324185,17572.327553,17559.05881
2024-01-04 00:30:00,17572.062179,17571.531429,17578.961925,17571.266054
2024-01-04 00:45:00,17588.250045,17572.327553,17589.57692,17572.062179
2024-01-04 01:00:00,17591.699919,17588.780795,17592.761418,17584.534797
2024-01-04 01:15:00,17601.784164,17591.699919,17602.314913,17588.780795
2024-01-04 01:30:00,17605.234037,17601.518789,17607.357036,17597.538166
2024-01-04 01:45:00,17589.57692,17605.499412,17606.295536,17585.330922
2024-01-04 02:00:00,17595.149792,17590.10767,17604.172537,17587.719296
2024-01-04 02:15:00,17587.984671,17594.884417,17600.988039,17586.923171
2024-01-04 02:30:00,17584.269422,17588.250045,17599.92654,17581.350299
2024-01-04 02:45:00,17567.285431,17584.800172,17585.065547,17563.304808
2024-01-04 03:00:00,17579.2273,17567.285431,17581.881049,17566.489306
2024-01-04 03:15:00,17594.353667,17578.431175,17599.39579,17577.635051
2024-01-04 03:30:00,17591.169169,17594.353667,17600.457289,17589.311545
2024-01-04 03:45:00,17596.476666,17590.638419,17597.272791,17586.127047
2024-01-04 04:00:00,17586.127047,17596.211291,17597.803541,17578.69655
2024-01-04 04:15:00,17587.453921,17586.657796,17597.272791,17586.392421
2024-01-04 04:30:00,17580.554174,17587.719296,17589.57692,17580.554174
2024-01-04 04:45:00,17582.411798,17581.350299,17585.596297,17568.87768
2024-01-04 05:00:00,17582.146424,17582.411798,17587.719296,17578.961925
2024-01-04 05:15:00,17587.984671,17582.411798,17592.230668,17582.411798
2024-01-04 05:30:00,17564.100933,17587.719296,17588.51542,17556.405061
2024-01-04 05:45:00,17545.790067,17564.100933,17568.87768,17544.728567
2024-01-04 06:00:00,17546.851566,17545.524692,17552.689813,17519.517955
2024-01-04 06:15:00,17543.667068,17547.116941,17548.70919,17526.683076
2024-01-04 06:30:00,17545.790067,17544.197818,17551.097564,17536.236572
2024-01-04 06:45:00,17535.175072,17546.055442,17548.178441,17532.255949
2024-01-04 07:00:00,17517.925706,17534.909697,17534.909697,17511.822084
2024-01-04 07:15:00,17518.456456,17517.394956,17531.990574,17499.61484
2024-01-04 07:30:00,17470.15823,17519.517955,17520.31408,17462.993108
2024-01-04 07:45:00,17471.750479,17469.892855,17487.938346,17467.504481
2024-01-04 08:00:00,17479.9771,17471.219729,17484.753847,17463.523858
2024-01-04 08:15:00,17465.116107,17479.711725,17483.161598,17455.297237
2024-01-04 08:30:00,17488.73447,17465.116107,17515.006582,17454.501113
2024-01-04 08:45:00,17473.077353,17487.407596,17507.310711,17461.931609
2024-01-04 09:00:00,17538.624945,17472.546604,17539.155695,17457.154861
2024-01-04 09:15:00,17522.702453,17538.624945,17550.036065,17510.49521
2024-01-04 09:30:00,17538.624945,17522.437079,17541.809444,17517.660331
2024-01-04 09:45:00,17541.544069,17539.155695,17559.324185,17533.582823
2024-01-04 10:00:00,17590.373044,17541.544069,17593.557543,17541.544069
2024-01-04 10:15:00,17585.065547,17590.10767,17603.641788,17579.2273
2024-01-04 10:30:00,17572.858303,17584.534797,17593.292168,17563.039433
2024-01-04 10:45:00,17539.155695,17573.123678,17577.900426,17529.867575
2024-01-04 11:00:00,17535.175072,17539.155695,17545.259317,17520.31408
2024-01-04 11:15:00,17539.95182,17535.175072,17541.544069,17516.068082
2024-01-04 11:30:00,17515.802707,17540.217195,17541.278694,17511.025959
2024-01-04 11:45:00,17520.048705,17515.537332,17521.906329,17494.838092
2024-01-04 12:00:00,17521.906329,17520.579454,17527.479201,17506.779961
2024-01-04 12:15:00,17531.459824,17521.640954,17534.113573,17509.43371
2024-01-04 12:30:00,17538.359571,17531.725199,17545.524692,17527.744576
2024-01-04 12:45:00,17520.31408,17538.89032,17541.809444,17516.068082
2024-01-04 13:00:00,17510.760584,17520.31408,17530.663699,17492.980468
2024-01-04 13:15:00,17490.592094,17510.49521,17519.517955,17488.73447
2024-01-04 13:30:00,17488.469096,17490.32672,17499.349465,17483.426973
2024-01-04 13:45:00,17500.941714,17487.672971,17512.087459,17477.323351
2024-01-04 14:00:00,17506.779961,17500.676339,17526.417702,17495.634217
2024-01-04 14:15:00,17498.55334,17506.514586,17508.106836,17482.896223
2024-01-04 14:30:00,17498.55334,17498.818715,17514.210458,17491.918969
2024-01-04 14:45:00,17455.031862,17498.55334,17508.372211,17446.805241
2024-01-04 15:00:00,17449.724365,17455.031862,17469.62748,17447.601366
2024-01-04 15:15:00,17462.993108,17449.98974,17464.319983,17448.132116
2024-01-04 15:30:00,17464.585358,17463.258483,17465.646857,17460.604735
2024-01-04 15:45:00,17462.462359,17465.116107,17467.504481,17457.685611
2024-01-04 17:00:00,17479.711725,17466.973731,17480.773224,17462.462359
2024-01-04 17:15:00,17475.465727,17480.242475,17481.569349,17475.465727
2024-01-04 17:30:00,17473.873478,17475.996477,17480.242475,17472.811978
2024-01-04 17:45:00,17468.565981,17473.873478,17477.588726,17468.035231
2024-01-04 18:00:00,17472.015854,17468.565981,17472.811978,17465.116107
2024-01-04 18:15:00,17472.281229,17471.485104,17477.588726,17470.423605
2024-01-04 18:30:00,17476.527227,17472.015854,17477.588726,17471.750479
2024-01-04 18:45:00,17470.954354,17476.261852,17479.180975,17469.62748
2024-01-04 19:00:00,17481.303974,17470.954354,17481.834724,17470.688979
2024-01-04 19:15:00,17469.892855,17481.038599,17481.834724,17462.727733
2024-01-04 19:30:00,17474.138853,17469.362105,17474.404228,17462.462359
2024-01-04 19:45:00,17472.811978,17474.404228,17477.854101,17470.688979
2024-01-04 20:00:00,17467.769856,17472.281229,17472.281229,17464.850732
2024-01-04 20:15:00,17470.15823,17467.504481,17473.608103,17465.116107
2024-01-04 20:30:00,17464.319983,17470.423605,17472.281229,17464.054608
2024-01-04 20:45:00,17463.258483,17464.054608,17466.708356,17460.33936
2024-01-04 21:00:00,17464.585358,17462.993108,17466.442982,17462.727733
2024-01-04 21:15:00,17466.177607,17465.116107,17466.973731,17463.789233
2024-01-04 21:30:00,17458.74711,17465.912232,17466.442982,17457.420236
2024-01-04 21:45:00,17457.420236,17458.74711,17462.196984,17456.093362
2024-01-04 22:00:00,17462.727733,17457.950986,17463.523858,17455.827987
2024-01-04 22:15:00,17467.239106,17462.993108,17468.831355,17460.870109
2024-01-04 22:30:00,17463.523858,17467.504481,17468.565981,17462.993108
2024-01-04 22:45:00,17453.439613,17463.523858,17463.523858,17452.112739
2024-01-04 23:00:00,17452.112739,17453.439613,17455.827987,17449.98974
2024-01-04 23:15:00,17441.232369,17452.378114,17454.501113,17435.924872
2024-01-04 23:30:00,17444.682243,17441.232369,17445.743742,17440.966994
2024-01-04 23:45:00,17438.843995,17444.682243,17444.682243,17438.047871
2024-01-05 00:00:00,17434.332623,17439.10937,17445.212992,17431.944249
2024-01-05 00:15:00,17430.352,17434.597998,17436.986371,17426.371377
2024-01-05 00:30:00,17412.571884,17430.352,17430.352,17409.918135
2024-01-05 00:45:00,17421.329254,17413.102633,17423.983003,17412.306509
2024-01-05 01:00:00,17427.432876,17421.594629,17428.759751,17415.491007
2024-01-05 01:15:00,17429.025125,17427.432876,17432.474999,17422.656129
2024-01-05 01:30:00,17414.694883,17429.555875,17430.352,17414.429508
2024-01-05 01:45:00,17409.65276,17415.225632,17420.798505,17408.060511
2024-01-05 02:00:00,17432.474999,17409.65276,17433.801873,17406.733637
2024-01-05 02:15:00,17439.10937,17432.474999,17449.724365,17430.086625
2024-01-05 02:30:00,17430.882749,17439.10937,17439.905495,17427.698251
2024-01-05 02:45:00,17418.410131,17431.148124,17432.474999,17417.348631
2024-01-05 03:00:00,17412.837259,17418.410131,17425.575252,17398.772391
2024-01-05 03:15:00,17423.452253,17412.306509,17430.352,17408.856636
2024-01-05 03:30:00,17402.222264,17423.186878,17424.779128,17401.426139
2024-01-05 03:45:00,17405.406762,17402.753014,17410.448885,17399.568515
2024-01-05 04:00:00,17409.65276,17405.406762,17413.633383,17399.30314
2024-01-05 04:15:00,17390.280395,17409.65276,17409.65276,17384.972898
2024-01-05 04:30:00,17388.688146,17390.01502,17395.057142,17382.849899
2024-01-05 04:45:00,17393.199518,17388.422771,17396.384017,17378.603901
2024-01-05 05:00:00,17391.607269,17393.464893,17403.283763,17391.607269
2024-01-05 05:15:00,17383.911398,17391.607269,17398.772391,17382.849899
2024-01-05 05:30:00,17384.707523,17384.176773,17387.361271,17374.092528
2024-01-05 05:45:00,17396.649392,17384.442148,17397.710891,17383.115273
2024-01-05 06:00:00,17399.037765,17396.649392,17401.691514,17388.422771
2024-01-05 06:15:00,17404.876013,17399.30314,17408.325886,17396.118642
2024-01-05 06:30:00,17408.325886,17404.610638,17412.041134,17401.691514
2024-01-05 06:45:00,17400.36464,17409.12201,17412.041134,17391.607269
2024-01-05 07:00:00,17407.795136,17400.099265,17408.060511,17387.626646
2024-01-05 07:15:00,17418.410131,17408.060511,17427.432876,17407.795136
2024-01-05 07:30:00,17386.299772,17416.817882,17436.986371,17338.797671
2024-01-05 07:45:00,17408.325886,17386.034397,17416.817882,17369.050406
2024-01-05 08:00:00,17429.555875,17409.12201,17442.824618,17406.468262
2024-01-05 08:15:00,17460.870109,17429.82125,17462.993108,17428.494376
2024-01-05 08:30:00,17477.323351,17460.870109,17508.637585,17448.397491
2024-01-05 08:45:00,17484.488473,17477.323351,17509.96446,17475.465727
2024-01-05 09:00:00,17558.52806,17485.815347,17573.389053,17485.815347
2024-01-05 09:15:00,17556.139687,17557.997311,17568.34693,17526.683076
2024-01-05 09:30:00,17577.900426,17555.874312,17587.453921,17544.728567
2024-01-05 09:45:00,17582.411798,17577.635051,17587.188546,17558.262686
2024-01-05 10:00:00,17586.923171,17582.411798,17596.742041,17567.285431
2024-01-05 10:15:00,17534.644322,17586.657796,17594.619042,17533.317448
2024-01-05 10:30:00,17521.640954,17535.175072,17548.974565,17519.25258
2024-01-05 10:45:00,17532.255949,17521.375579,17539.42107,17508.637585
2024-01-05 11:00:00,17486.876846,17532.255949,17534.909697,17468.035231
2024-01-05 11:15:00,17469.09673,17486.876846,17498.287966,17460.073985
2024-01-05 11:30:00,17491.388219,17469.09673,17494.572717,17460.604735
2024-01-05 11:45:00,17482.100099,17491.388219,17496.164967,17474.669602
2024-01-05 12:00:00,17451.847364,17481.569349,17484.488473,17450.255115
2024-01-05 12:15:00,17483.957723,17451.581989,17485.019222,17440.70162
2024-01-05 12:30:00,17505.718462,17483.957723,17519.25258,17483.426973
2024-01-05 12:45:00,17502.533963,17505.718462,17520.844829,17500.676339
2024-01-05 13:00:00,17512.618208,17503.064713,17525.090827,17502.799338
2024-01-05 13:15:00,17491.122844,17512.883583,17518.191081,17482.630848
2024-01-05 13:30:00,17473.608103,17491.653594,17503.860838,17466.177607
2024-01-05 13:45:00,17434.332623,17473.873478,17480.242475,17428.494376
2024-01-05 14:00:00,17440.70162,17434.863372,17447.070616,17423.983003
2024-01-05 14:15:00,17428.759751,17440.70162,17444.151493,17412.571884
2024-01-05 14:30:00,17455.031862,17428.759751,17455.031862,17413.368008
2024-01-05 14:45:00,17476.261852,17454.501113,17485.284597,17445.743742
2024-01-05 15:00:00,17479.9771,17476.527227,17482.100099,17468.565981
2024-01-05 15:15:00,17474.934977,17479.9771,17481.038599,17474.404228
2024-01-05 15:30:00,17473.342728,17474.669602,17475.731102,17470.423605
2024-01-05 15:45:00,17477.588726,17473.342728,17478.9156,17472.015854
2024-01-07 17:00:00,17496.164967,17482.896223,17504.126213,17470.954354
2024-01-07 17:15:00,17491.918969,17496.695716,17500.14559,17491.918969
2024-01-07 17:30:00,17484.488473,17491.653594,17495.634217,17482.896223
2024-01-07 17:45:00,17496.430342,17484.488473,17498.55334,17484.488473
2024-01-07 18:00:00,17501.737839,17495.899592,17503.330088,17495.634217
2024-01-07 18:15:00,17509.168335,17501.472464,17512.087459,17501.207089
2024-01-07 18:30:00,17504.922337,17508.90296,17512.352834,17503.595463
2024-01-07 18:45:00,17507.576086,17505.453087,17512.352834,17505.187712
2024-01-07 19:00:00,17514.475833,17507.045336,17514.741207,17502.533963
